ReturnID,SaleID,ReturnDate,Reason,RefundAmount
RET000469,SAL189419,2018-01-30,Wrong Item,564.3
RET000470,SAL098465,2021-05-14,Customer Changed Mind,558.02
RET000471,SAL155221,2020-01-14,Customer Changed Mind,1300.12
RET000472,SAL198603,2023-01-09,Defective,3476.8
RET000473,SAL027451,2022-03-20,Defective,1998.38
RET000474,SAL169346,2019-01-25,Wrong Item,425.8
RET000475,SAL032995,2023-03-03,Customer Changed Mind,213.44
RET000476,SAL072635,2023-04-02,Late Delivery,2116.29
RET000477,SAL026590,2019-10-29,Customer Changed Mind,5207.11
RET000478,SAL065926,2019-10-03,Defective,1034.08
RET000479,SAL104021,2020-05-01,Customer Changed Mind,3855.69
RET000480,SAL144384,2018-09-13,Wrong Item,6944.6
RET000481,SAL055717,2018-02-12,Defective,279.09
RET000482,SAL090096,2021-11-29,Late Delivery,3603.4
RET000483,SAL122216,2018-11-03,Defective,6846.29
RET000484,SAL063667,2021-03-20,Customer Changed Mind,4390.62
RET000485,SAL131914,2019-02-12,Wrong Item,2289.99
RET000486,SAL048427,2024-11-12,Defective,6428.05
RET000487,SAL196288,2018-05-04,Late Delivery,319.82
RET000488,SAL089572,2021-11-01,Defective,2162.95
RET000489,SAL009318,2024-01-04,Defective,2289.91
RET000490,SAL135470,2020-12-10,Late Delivery,4493.71
RET000491,SAL038284,2022-02-09,Late Delivery,6402.23
RET000492,SAL109230,2018-08-27,Defective,723.41
RET000493,SAL199398,2024-02-05,Late Delivery,2871.68
RET000494,SAL180425,2018-01-29,Defective,326.17
RET000495,SAL046754,2021-06-15,Wrong Item,4575.55
RET000496,SAL163773,2022-11-03,Late Delivery,6179.03
RET000497,SAL062481,2023-08-26,Customer Changed Mind,2459.86
RET000498,SAL037407,2019-03-03,Late Delivery,1480.69
RET000499,SAL006097,2017-02-24,Defective,2333.41
RET000500,SAL192885,2021-06-03,Late Delivery,1161.62
RET000501,SAL099180,2024-01-17,Late Delivery,398.4
RET000502,SAL180476,2017-11-24,Late Delivery,63.04
RET000503,SAL178609,2024-07-17,Defective,1749.84
RET000504,SAL191141,2022-07-29,Wrong Item,2641.92
RET000505,SAL049730,2020-11-11,Late Delivery,1211.3
RET000506,SAL075381,2023-06-30,Wrong Item,1160.54
RET000507,SAL125374,2024-08-20,Defective,1304.32
RET000508,SAL057697,2022-01-12,Customer Changed Mind,2286.04
RET000509,SAL139650,2023-05-25,Customer Changed Mind,1354.06
RET000510,SAL048241,2023-06-22,Wrong Item,1850.08
RET000511,SAL092861,2024-06-24,Wrong Item,7184.37
RET000512,SAL012725,2019-04-04,Defective,425.01
RET000513,SAL029438,2023-07-14,Defective,1185.91
RET000514,SAL065737,2022-01-14,Customer Changed Mind,4144.99
RET000515,SAL152771,2020-07-15,Defective,6245.13
RET000516,SAL083728,2020-03-16,Defective,4867.53
RET000517,SAL089508,2022-06-10,Defective,5896.11
RET000518,SAL014322,2024-02-16,Wrong Item,1663.13
RET000519,SAL120876,2019-02-27,Late Delivery,341.5
RET000520,SAL113967,2020-10-15,Customer Changed Mind,3956.16
RET000521,SAL029278,2020-11-17,Defective,1214.02
RET000522,SAL167311,2021-08-02,Defective,749.53
RET000523,SAL126521,2019-12-31,Defective,235.57
RET000524,SAL065996,2018-04-02,Defective,1104.47
RET000525,SAL037934,2024-04-17,Wrong Item,226.6
RET000526,SAL190927,2019-09-10,Defective,1981.61
RET000527,SAL022737,2021-06-23,Late Delivery,4605.01
RET000528,SAL109991,2024-10-17,Wrong Item,3090.9
RET000529,SAL048348,2022-04-25,Customer Changed Mind,6645.79
RET000530,SAL023026,2017-07-03,Wrong Item,2181.59
RET000531,SAL189167,2024-01-26,Defective,2328.3
RET000532,SAL107566,2017-03-07,Defective,5267.75
RET000533,SAL153160,2023-01-30,Defective,5794.05
RET000534,SAL154683,2022-01-05,Late Delivery,8879.17
RET000535,SAL120330,2020-03-24,Wrong Item,585.57
RET000536,SAL010370,2024-08-24,Defective,2036.35
RET000537,SAL152112,2021-08-08,Late Delivery,594.17
RET000538,SAL197674,2023-07-11,Defective,1101.35
RET000539,SAL095455,2022-05-07,Late Delivery,1661.51
RET000540,SAL139773,2018-11-10,Wrong Item,1172.33
RET000541,SAL045449,2020-11-30,Customer Changed Mind,5845.02
RET000542,SAL029289,2024-09-10,Wrong Item,2336.87
RET000543,SAL144589,2023-08-04,Defective,3974.35
RET000544,SAL042513,2022-07-29,Late Delivery,4754.53
RET000545,SAL152810,2022-11-14,Customer Changed Mind,1704.45
RET000546,SAL173917,2020-01-21,Late Delivery,1048.14
RET000547,SAL067426,2024-06-02,Wrong Item,1244.39
RET000548,SAL054797,2022-11-20,Customer Changed Mind,2405.71
RET000549,SAL117996,2024-04-16,Wrong Item,4794.3
RET000550,SAL155418,2020-06-01,Customer Changed Mind,806.54
RET000551,SAL070538,2020-04-13,Wrong Item,3591.85
RET000552,SAL179061,2020-03-06,Defective,1482.65
RET000553,SAL010724,2021-05-13,Customer Changed Mind,7808.29
RET000554,SAL152560,2019-02-10,Defective,597.84
RET000555,SAL111689,2021-03-11,Late Delivery,746.91
RET000556,SAL007989,2022-01-02,Late Delivery,4955.95
RET000557,SAL076290,2018-04-06,Late Delivery,5552.49
RET000558,SAL015279,2019-05-24,Customer Changed Mind,6125.3
RET000559,SAL195291,2023-04-10,Late Delivery,3195.42
RET000560,SAL085022,2019-05-04,Customer Changed Mind,561.62
RET000561,SAL057672,2017-06-23,Defective,3758.07
RET000562,SAL084989,2024-01-12,Customer Changed Mind,1410.77
RET000563,SAL181650,2024-09-21,Customer Changed Mind,3783.84
RET000564,SAL026936,2021-02-14,Late Delivery,1915.25
RET000565,SAL198969,2023-02-03,Defective,2330.18
RET000566,SAL106170,2017-07-11,Customer Changed Mind,4463.77
RET000567,SAL023127,2023-07-14,Wrong Item,919.97
RET000568,SAL090897,2019-12-15,Defective,1820.79
RET000569,SAL080291,2022-02-22,Wrong Item,477.98
RET000570,SAL146618,2021-07-28,Wrong Item,7623.87
RET000571,SAL053176,2024-02-10,Defective,3260.95
RET000572,SAL003458,2019-07-31,Late Delivery,4388.43
RET000573,SAL083600,2023-08-04,Defective,1785.49
RET000574,SAL056138,2017-04-17,Late Delivery,1202.92
RET000575,SAL137732,2022-08-27,Wrong Item,276.75
RET000576,SAL196246,2023-02-24,Defective,1373.21
RET000577,SAL156418,2020-03-03,Late Delivery,1485.61
RET000578,SAL162081,2023-09-04,Defective,6803.51
RET000579,SAL044572,2024-04-23,Late Delivery,6590.91
RET000580,SAL097882,2018-08-17,Defective,2777.33
RET000581,SAL116619,2020-02-04,Wrong Item,9140.21
RET000582,SAL165724,2020-11-05,Wrong Item,2236.64
RET000583,SAL198804,2017-12-02,Late Delivery,3257.39
RET000584,SAL108493,2017-10-17,Defective,1358.81
RET000585,SAL159560,2024-12-28,Wrong Item,3579.59
RET000586,SAL078525,2023-05-29,Defective,3968.46
RET000587,SAL029173,2020-02-22,Late Delivery,1313.04
RET000588,SAL004629,2021-08-19,Customer Changed Mind,949.23
RET000589,SAL055290,2023-12-22,Defective,2673.9
RET000590,SAL088353,2024-03-17,Wrong Item,2403.38
RET000591,SAL033673,2021-06-21,Customer Changed Mind,124.16
RET000592,SAL165573,2017-02-04,Wrong Item,3045.85
RET000593,SAL190009,2018-06-27,Late Delivery,1287.28
RET000594,SAL058963,2018-12-07,Defective,2160.66
RET000595,SAL156828,2020-04-29,Late Delivery,531.46
RET000596,SAL120250,2023-01-02,Defective,1843.75
RET000597,SAL019833,2017-05-21,Wrong Item,1679.32
RET000598,SAL150563,2021-04-05,Late Delivery,3422.06
RET000599,SAL041462,2024-08-01,Customer Changed Mind,2000.0
RET000600,SAL106899,2017-09-27,Wrong Item,2929.07
RET000601,SAL028591,2022-12-19,Customer Changed Mind,965.61
RET000602,SAL157611,2018-10-11,Defective,1197.8
RET000603,SAL162173,2025-01-11,Late Delivery,3567.92
RET000604,SAL077360,2024-12-25,Customer Changed Mind,3173.48
RET000605,SAL158894,2021-09-01,Customer Changed Mind,3629.1
RET000606,SAL073355,2019-04-03,Late Delivery,2087.75
RET000607,SAL090311,2017-02-09,Customer Changed Mind,1729.5
RET000608,SAL110384,2024-01-16,Customer Changed Mind,3067.83
RET000609,SAL154412,2018-02-21,Wrong Item,222.47
RET000610,SAL048296,2022-10-10,Late Delivery,877.46
RET000611,SAL023433,2017-12-31,Late Delivery,3348.33
RET000612,SAL154398,2018-07-19,Late Delivery,79.99
RET000613,SAL157951,2022-03-17,Wrong Item,1004.05
RET000614,SAL188115,2022-09-18,Defective,4461.51
RET000615,SAL065033,2023-07-23,Late Delivery,2425.16
RET000616,SAL144249,2020-02-22,Wrong Item,2390.74
RET000617,SAL091173,2017-08-29,Late Delivery,2346.95
RET000618,SAL014433,2023-09-25,Customer Changed Mind,2689.39
RET000619,SAL020776,2018-10-10,Wrong Item,3442.45
RET000620,SAL101914,2020-09-26,Late Delivery,566.46
RET000621,SAL008875,2021-04-29,Wrong Item,615.59
RET000622,SAL143707,2017-07-10,Late Delivery,2055.66
RET000623,SAL171829,2019-02-23,Customer Changed Mind,9012.06
RET000624,SAL153416,2020-12-25,Defective,2160.07
RET000625,SAL079433,2017-05-09,Customer Changed Mind,958.1
RET000626,SAL008375,2018-07-27,Late Delivery,1817.55
RET000627,SAL051611,2024-09-09,Wrong Item,1337.63
RET000628,SAL138614,2018-03-03,Wrong Item,4742.81
RET000629,SAL010943,2019-08-30,Wrong Item,1833.84
RET000630,SAL189864,2020-10-24,Defective,129.09
RET000631,SAL194125,2017-06-24,Defective,7188.27
RET000632,SAL137065,2017-05-04,Wrong Item,717.27
RET000633,SAL116357,2019-08-17,Defective,3947.24
RET000634,SAL172630,2022-07-06,Wrong Item,2580.85
RET000635,SAL056622,2020-06-16,Wrong Item,218.48
RET000636,SAL052309,2018-07-28,Wrong Item,3189.61
RET000637,SAL182148,2024-01-18,Wrong Item,2382.73
RET000638,SAL071398,2018-01-15,Wrong Item,4278.88
RET000639,SAL072657,2022-09-30,Late Delivery,5883.29
RET000640,SAL175802,2024-07-01,Late Delivery,9037.96
RET000641,SAL113702,2018-03-24,Late Delivery,4082.54
RET000642,SAL168325,2019-12-05,Defective,4836.1
RET000643,SAL028083,2017-06-20,Late Delivery,3898.31
RET000644,SAL166040,2021-11-19,Late Delivery,1780.73
RET000645,SAL013072,2024-01-19,Customer Changed Mind,2371.76
RET000646,SAL068017,2022-03-10,Wrong Item,1380.46
RET000647,SAL040870,2018-07-15,Late Delivery,4281.58
RET000648,SAL143343,2019-07-25,Customer Changed Mind,8058.33
RET000649,SAL097104,2019-11-07,Customer Changed Mind,547.26
RET000650,SAL086695,2022-02-13,Customer Changed Mind,1939.66
RET000651,SAL044432,2023-12-01,Late Delivery,3216.86
RET000652,SAL132338,2021-03-08,Defective,1185.28
RET000653,SAL186193,2023-07-30,Customer Changed Mind,5306.31
RET000654,SAL011403,2021-11-12,Defective,1190.65
RET000655,SAL169094,2020-12-15,Late Delivery,2759.87
RET000656,SAL020916,2017-10-07,Late Delivery,1615.39
RET000657,SAL046819,2024-01-23,Wrong Item,3417.27
RET000658,SAL055148,2019-07-27,Late Delivery,2783.61
RET000659,SAL150665,2019-01-26,Customer Changed Mind,6746.06
RET000660,SAL070627,2022-02-16,Wrong Item,1212.43
RET000661,SAL138876,2020-12-09,Late Delivery,573.41
RET000662,SAL166633,2018-06-10,Defective,8460.71
RET000663,SAL128863,2022-09-07,Customer Changed Mind,333.97
RET000664,SAL034889,2018-11-04,Late Delivery,2027.92
RET000665,SAL042064,2023-01-03,Customer Changed Mind,4403.92
RET000666,SAL068767,2021-04-10,Customer Changed Mind,1565.0
RET000667,SAL155042,2022-06-15,Wrong Item,79.1
RET000668,SAL113183,2023-08-05,Defective,4203.64
RET000669,SAL008930,2021-09-23,Defective,2437.6
RET000670,SAL014678,2023-07-10,Defective,1069.25
RET000671,SAL167341,2020-04-25,Late Delivery,697.35
RET000672,SAL151456,2020-12-22,Wrong Item,792.2
RET000673,SAL057196,2022-08-17,Customer Changed Mind,9204.75
RET000674,SAL019344,2022-05-12,Late Delivery,876.9
RET000675,SAL160300,2024-05-21,Wrong Item,5934.83
RET000676,SAL172188,2022-11-30,Late Delivery,1934.52
RET000677,SAL019695,2019-12-06,Late Delivery,886.81
RET000678,SAL170376,2020-08-24,Defective,779.95
RET000679,SAL139496,2017-06-02,Wrong Item,4265.1
RET000680,SAL036379,2023-04-16,Wrong Item,829.42
RET000681,SAL176384,2021-09-06,Wrong Item,4746.9
RET000682,SAL129380,2022-05-10,Customer Changed Mind,6905.65
RET000683,SAL106103,2020-12-24,Late Delivery,2304.75
RET000684,SAL110805,2017-02-08,Customer Changed Mind,2724.67
RET000685,SAL082928,2021-03-10,Wrong Item,3556.29
RET000686,SAL070805,2024-11-12,Defective,625.29
RET000687,SAL106715,2020-01-07,Wrong Item,8581.78
RET000688,SAL182039,2020-07-06,Defective,8197.83
RET000689,SAL184341,2022-10-12,Customer Changed Mind,3722.33
RET000690,SAL112716,2024-04-17,Customer Changed Mind,2139.26
RET000691,SAL048265,2017-10-28,Defective,537.23
RET000692,SAL158695,2020-12-30,Customer Changed Mind,1310.68
RET000693,SAL116979,2019-02-25,Late Delivery,2714.54
RET000694,SAL044422,2017-05-18,Wrong Item,2182.26
RET000695,SAL022421,2018-11-29,Late Delivery,3795.99
RET000696,SAL068146,2020-02-24,Late Delivery,6038.27
RET000697,SAL145909,2023-01-07,Wrong Item,2576.41
RET000698,SAL083048,2017-08-17,Customer Changed Mind,1020.7
RET000699,SAL156215,2024-03-07,Wrong Item,7027.78
RET000700,SAL020963,2021-02-23,Late Delivery,424.24
RET000701,SAL199962,2017-03-16,Late Delivery,4676.55
RET000702,SAL096478,2021-05-19,Customer Changed Mind,1225.31
RET000703,SAL166736,2024-06-03,Defective,7105.66
RET000704,SAL138265,2018-04-26,Late Delivery,641.01
RET000705,SAL044114,2024-11-27,Late Delivery,3759.49
RET000706,SAL077150,2022-03-21,Late Delivery,1218.13
RET000707,SAL033559,2021-01-29,Late Delivery,2862.05
RET000708,SAL127018,2021-01-26,Customer Changed Mind,914.19
RET000709,SAL083431,2023-09-22,Wrong Item,3677.62
RET000710,SAL052792,2017-01-13,Customer Changed Mind,3395.85
RET000711,SAL152858,2024-08-05,Customer Changed Mind,7247.26
RET000712,SAL119709,2019-09-25,Late Delivery,2147.2
RET000713,SAL171496,2020-06-20,Late Delivery,7169.39
RET000714,SAL001908,2020-11-16,Late Delivery,5003.76
RET000715,SAL068111,2020-04-15,Customer Changed Mind,857.37
RET000716,SAL125813,2021-05-20,Defective,4137.96
RET000717,SAL085235,2023-09-07,Late Delivery,606.29
RET000718,SAL138466,2017-02-15,Defective,1986.06
RET000719,SAL046184,2018-02-01,Wrong Item,1846.95
RET000720,SAL087930,2021-11-03,Late Delivery,7444.29
RET000721,SAL080264,2018-03-25,Customer Changed Mind,1968.83
RET000722,SAL050149,2017-09-27,Defective,4247.52
RET000723,SAL124015,2019-11-18,Wrong Item,2406.28
RET000724,SAL018612,2021-08-31,Customer Changed Mind,3892.2
RET000725,SAL091525,2017-10-02,Defective,2372.46
RET000726,SAL155831,2020-08-13,Wrong Item,5212.86
RET000727,SAL031213,2022-07-26,Defective,7120.16
RET000728,SAL135867,2022-07-04,Defective,7319.2
RET000729,SAL048922,2018-06-30,Customer Changed Mind,2280.37
RET000730,SAL045159,2019-01-24,Defective,673.15
RET000731,SAL126977,2021-05-23,Late Delivery,4241.99
RET000732,SAL071512,2018-03-01,Defective,3240.82
RET000733,SAL143667,2020-06-21,Wrong Item,431.95
RET000734,SAL009097,2024-02-05,Wrong Item,5389.49
RET000735,SAL024475,2020-01-23,Defective,1384.93
RET000736,SAL108746,2023-02-15,Wrong Item,249.71
RET000737,SAL019641,2021-12-30,Wrong Item,1025.95
RET000738,SAL110206,2025-01-05,Customer Changed Mind,9740.29
RET000739,SAL101311,2020-11-11,Defective,2595.1
RET000740,SAL148791,2021-04-08,Customer Changed Mind,6223.12
RET000741,SAL129378,2018-04-23,Customer Changed Mind,2436.42
RET000742,SAL171481,2022-12-06,Defective,1046.0
RET000743,SAL198586,2017-11-01,Late Delivery,266.04
RET000744,SAL143383,2017-12-08,Defective,8629.44
RET000745,SAL178771,2018-02-17,Wrong Item,4676.64
RET000746,SAL023255,2017-10-15,Wrong Item,9828.79
RET000747,SAL120827,2019-10-02,Defective,3347.07
RET000748,SAL072697,2020-02-05,Late Delivery,561.36
RET000749,SAL194468,2019-09-25,Defective,3674.64
RET000750,SAL127958,2021-12-02,Late Delivery,7.61
RET000751,SAL114341,2018-02-12,Wrong Item,1863.64
RET000752,SAL125866,2020-12-20,Defective,2152.11
RET000753,SAL171800,2019-06-15,Defective,917.05
RET000754,SAL165051,2022-05-01,Customer Changed Mind,4232.2
RET000755,SAL060723,2017-09-01,Defective,4671.75
RET000756,SAL026684,2024-09-10,Wrong Item,4105.6
RET000757,SAL153115,2021-11-05,Defective,8980.11
RET000758,SAL150091,2021-05-05,Customer Changed Mind,87.7
RET000759,SAL127218,2023-07-19,Late Delivery,1484.87
RET000760,SAL136513,2022-02-06,Late Delivery,1371.98
RET000761,SAL070423,2024-03-23,Late Delivery,1047.84
RET000762,SAL172036,2020-04-04,Defective,7848.77
RET000763,SAL150705,2020-04-18,Customer Changed Mind,1326.63
RET000764,SAL141932,2022-12-19,Defective,9066.91
RET000765,SAL197237,2020-08-05,Late Delivery,1632.96
RET000766,SAL094116,2017-06-29,Late Delivery,6692.09
RET000767,SAL022969,2019-11-12,Late Delivery,1227.11
RET000768,SAL152935,2021-04-06,Wrong Item,2363.29
RET000769,SAL033591,2021-06-16,Defective,3249.92
RET000770,SAL149940,2018-04-23,Late Delivery,4291.27
RET000771,SAL060689,2021-12-04,Late Delivery,448.21
RET000772,SAL109730,2020-11-28,Defective,4203.81
RET000773,SAL106872,2024-02-23,Customer Changed Mind,5985.58
RET000774,SAL182609,2020-11-21,Customer Changed Mind,-9.23
RET000775,SAL015909,2021-11-02,Wrong Item,5078.3
RET000776,SAL098151,2019-04-06,Defective,3821.31
RET000777,SAL102458,2022-12-16,Customer Changed Mind,2273.79
RET000778,SAL091056,2022-08-19,Late Delivery,733.41
RET000779,SAL093468,2024-11-08,Customer Changed Mind,2569.53
RET000780,SAL008428,2019-03-24,Wrong Item,1178.4
RET000781,SAL054417,2019-11-28,Defective,8082.89
RET000782,SAL154045,2021-09-15,Late Delivery,5232.63
RET000783,SAL015524,2019-03-29,Late Delivery,3403.58
RET000784,SAL014931,2023-02-27,Wrong Item,823.42
RET000785,SAL193830,2017-05-14,Wrong Item,5748.43
RET000786,SAL068490,2018-07-22,Defective,1498.52
RET000787,SAL189584,2022-06-08,Defective,582.28
RET000788,SAL178230,2018-04-03,Customer Changed Mind,584.54
RET000789,SAL116187,2023-09-24,Wrong Item,820.31
RET000790,SAL050182,2019-11-06,Wrong Item,1281.7
RET000791,SAL117331,2022-07-13,Wrong Item,1774.38
RET000792,SAL172721,2021-08-25,Late Delivery,5369.11
RET000793,SAL134851,2018-10-30,Customer Changed Mind,1763.98
RET000794,SAL050344,2022-05-20,Wrong Item,28.0
RET000795,SAL140027,2022-03-24,Defective,1481.67
RET000796,SAL132541,2017-10-02,Wrong Item,4656.27
RET000797,SAL083399,2021-03-03,Defective,1670.79
RET000798,SAL126996,2024-08-25,Wrong Item,4852.19
RET000799,SAL195033,2023-11-28,Wrong Item,1086.82
RET000800,SAL028085,2019-02-22,Customer Changed Mind,1470.09
RET000801,SAL114405,2022-11-16,Customer Changed Mind,7317.25
RET000802,SAL092549,2021-08-21,Wrong Item,4571.75
RET000803,SAL037432,2017-01-18,Defective,1807.27
RET000804,SAL051269,2019-01-11,Wrong Item,969.82
RET000805,SAL111680,2019-08-02,Late Delivery,1863.16
RET000806,SAL079027,2020-10-10,Customer Changed Mind,6527.68
RET000807,SAL095616,2022-01-14,Customer Changed Mind,3059.91
RET000808,SAL135739,2024-01-06,Customer Changed Mind,1641.01
RET000809,SAL026924,2018-10-19,Late Delivery,3679.56
RET000810,SAL083466,2020-12-29,Customer Changed Mind,567.15
RET000811,SAL180030,2022-08-30,Defective,7240.86
RET000812,SAL053422,2017-04-30,Customer Changed Mind,6040.36
RET000813,SAL074816,2021-12-18,Defective,7920.08
RET000814,SAL167027,2019-02-17,Wrong Item,1881.24
RET000815,SAL121703,2024-07-02,Customer Changed Mind,1436.98
RET000816,SAL016875,2018-07-18,Late Delivery,1514.63
RET000817,SAL030940,2024-07-31,Customer Changed Mind,6871.4
RET000818,SAL096264,2019-11-24,Defective,1042.34
RET000819,SAL136454,2024-05-14,Customer Changed Mind,725.62
RET000820,SAL052664,2023-10-17,Customer Changed Mind,4879.95
RET000821,SAL033742,2024-04-07,Defective,5276.86
RET000822,SAL003564,2017-09-24,Wrong Item,2178.45
RET000823,SAL142580,2023-09-14,Customer Changed Mind,1121.68
RET000824,SAL156883,2024-01-17,Customer Changed Mind,7175.94
RET000825,SAL170592,2020-05-04,Defective,1520.68
RET000826,SAL025871,2018-06-11,Customer Changed Mind,4716.63
RET000827,SAL171817,2019-02-08,Customer Changed Mind,7775.94
RET000828,SAL028852,2020-08-29,Customer Changed Mind,6338.33
RET000829,SAL045064,2018-02-16,Wrong Item,2333.22
RET000830,SAL080287,2017-05-23,Wrong Item,1206.52
RET000831,SAL020366,2018-10-06,Wrong Item,307.26
RET000832,SAL193626,2019-07-12,Customer Changed Mind,1269.28
RET000833,SAL057601,2021-02-26,Wrong Item,398.66
RET000834,SAL185355,2021-05-02,Customer Changed Mind,659.83
RET000835,SAL057308,2020-03-11,Late Delivery,6763.27
RET000836,SAL136956,2023-10-28,Wrong Item,412.67
RET000837,SAL130061,2023-10-23,Late Delivery,1212.34
RET000838,SAL031889,2017-02-13,Late Delivery,1560.09
RET000839,SAL033107,2019-11-30,Defective,1742.97
RET000840,SAL005009,2018-08-26,Defective,1981.35
RET000841,SAL006076,2019-02-01,Late Delivery,9561.01
RET000842,SAL158614,2017-10-03,Wrong Item,4507.44
RET000843,SAL069693,2020-02-23,Wrong Item,493.33
RET000844,SAL009091,2017-05-14,Late Delivery,1554.86
RET000845,SAL147908,2024-03-24,Late Delivery,5610.33
RET000846,SAL091907,2022-04-02,Late Delivery,2157.69
RET000847,SAL082529,2019-06-26,Wrong Item,4207.97
RET000848,SAL029108,2021-06-13,Wrong Item,4486.84
RET000849,SAL185537,2024-09-17,Customer Changed Mind,5559.69
RET000850,SAL177246,2024-12-15,Late Delivery,1294.53
RET000851,SAL086465,2017-12-10,Late Delivery,513.39
